"","X.","RXNID","NAME","EQUATION","EC.NUMBER","GENE.ASSOCIATION","LOWER.BOUND","UPPER.BOUND","OBJECTIVE","COMPARTMENT","SUBSYSTEM","SBO.TERM","HEPATONET1.ID","REACTOME.ID","KEGG.ID","EHMN.ID","BIGG.DATABASE.ID","REFERENCES","COMMENTS"
"3452","","HMR_0529",NA,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-4,7,10,13,16,19-doco[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3453","","HMR_0530",NA,"(11Z,14Z,17Z)-eicosatrienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-11,14,17-eico[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3454","","HMR_0531",NA,"13,16,19-docosatrienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-13,16,19-doco[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3455","","HMR_0532",NA,"10,13,16,19-docosatetraenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-10,13,16,19-doco[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3456","","HMR_0533",NA,"12,15,18,21-tetracosatetraenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-12,15,18,21-tetra[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3457","","HMR_0534",NA,"linoleoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-lin[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","r1189","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3458","","HMR_0535",NA,"gamma-linolenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-gamma-lin[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3459","","HMR_0536",NA,"dihomo-gamma-linolenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-dihomo-gamma[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3460","","HMR_0537",NA,"arachidonyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-arach[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","r1190","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3461","","HMR_0538",NA,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-7,10,13,16-docosa[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3462","","HMR_0539",NA,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-9,12,15,18-tetraco[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3463","","HMR_0540",NA,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-6,9,12,15,18-tetraco[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3464","","HMR_0541",NA,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-4,7,10,13,16-docosa[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3465","","HMR_0542",NA,"(11Z,14Z)-eicosadienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-11,14-eicosa[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3466","","HMR_0543",NA,"(13Z,16Z)-docosadienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-13,16-docosa[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3467","","HMR_0544",NA,"10,13,16-docosatrienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-10,13,16-docosa[c] + CoA[c]","EC:2.3.1.15","ENSG00000119927;ENSG00000138678;ENSG00000158669;ENSG00000186281",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","","","","","","PMID:12573444;PMID:17170135;PMID:17389595;UNIPROT:AGPAT6;UNIPROT:AGPAT9;UNIPROT:Q6NUI2;UNIPROT:Q9HCL2",NA
"3468","","HMR_0588",NA,"1-acylglycerol-3P-LD-TG1 pool[c] + acyl-CoA-LD-TG2 pool[c] => CoA[c] + phosphatidate-LD-TAG pool[c]","EC:2.3.1.51","ENSG00000011198;ENSG00000026652;ENSG00000143797;ENSG00000155189;ENSG00000160216;ENSG00000169692;ENSG00000172197;ENSG00000172954;ENSG00000204310;ENSG00000206324;ENSG00000226467;ENSG00000227642;ENSG00000228892;ENSG00000235758;ENSG00000236873",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","r1211","","","","","PMID:16620771;UNIPROT:Q8WTS1;UNIPROT:Q99943",NA
"3469","","HMR_0596",NA,"H2O[c] + phosphatidate-LD-TAG pool[c] => 1,2-diacylglycerol-LD-TAG pool[c] + Pi[c]","EC:3.1.3.4","ENSG00000067113;ENSG00000101577;ENSG00000105520;ENSG00000117600;ENSG00000129951;ENSG00000132793;ENSG00000134324;ENSG00000141934;ENSG00000147535;ENSG00000162407;ENSG00000203805",NA,NA,NA,"c","Glycerolipid metabolism","SBO:0000176","r1217","","","","","PMID:15258914;PMID:8403799",NA
