"abbreviation"	"name"	"compartment"
"1-acylglycerol-3P-11,14-eicosa"	"1-acylglycerol-3P-11,14-eicosa"	"c"
"1-acylglycerol-3P-13,16-docosa"	"1-acylglycerol-3P-13,16-docosa"	"c"
"1-acylglycerol-3P-10,13,16-docosa"	"1-acylglycerol-3P-10,13,16-docosa"	"c"
"1-acylglycerol-3P-LD-TG1pool"	"1-acylglycerol-3P-LD-TG1pool"	"c"
"1-acylglycerol-3P-LD-PCpool"	"1-acylglycerol-3P-LD-PCpool"	"c"
"1-acylglycerol-3P-LD-PEpool"	"1-acylglycerol-3P-LD-PEpool"	"c"
"1-acylglycerol-3P-LD-PSpool"	"1-acylglycerol-3P-LD-PSpool"	"c"
"1-acylglycerol-3P-LD-PIpool"	"1-acylglycerol-3P-LD-PIpool"	"c"
"1-acylglycerol-3P-LD-SMpool"	"1-acylglycerol-3P-LD-SMpool"	"c"
"glycerone"	"glycerone"	"e"
"1-alkyl-2-acylglycerol"	"1-alkyl-2-acylglycerol"	"c"
"CDP-ethanolamine"	"CDP-ethanolamine"	"c"
"1-alkyl-2-acylglycerophosphoethanolamine"	"1-alkyl-2-acylglycerophosphoethanolamine"	"c"
"1,2-diacylglycerol-bile-PCpool"	"1,2-diacylglycerol-bile-PCpool"	"c"
"CDP-choline"	"CDP-choline"	"c"
"bile-PCpool"	"bile-PCpool"	"c"
"acyl-CoA-CLpool"	"acyl-CoA-CLpool"	"m"
"1-acylglycerol-3P-CLpool"	"1-acylglycerol-3P-CLpool"	"m"
"phosphatidate-CLpool"	"phosphatidate-CLpool"	"m"
"CDP-diacylglycerol-CLpool"	"CDP-diacylglycerol-CLpool"	"m"
"PGP-CLpool"	"PGP-CLpool"	"m"
"PG-CLpool"	"PG-CLpool"	"m"
"CLpool"	"CLpool"	"m"
"acyl-CoA-LD-PCpool"	"acyl-CoA-LD-PCpool"	"c"
"phosphatidate-LD-PCpool"	"phosphatidate-LD-PCpool"	"c, g, r"
"acyl-CoA-LD-PEpool"	"acyl-CoA-LD-PEpool"	"c"
"phosphatidate-LD-PEpool"	"phosphatidate-LD-PEpool"	"c"
"acyl-CoA-LD-PSpool"	"acyl-CoA-LD-PSpool"	"c"
"phosphatidate-LD-PSpool"	"phosphatidate-LD-PSpool"	"c"
"acyl-CoA-LD-PIpool"	"acyl-CoA-LD-PIpool"	"c"
"phosphatidate-LD-PIpool"	"phosphatidate-LD-PIpool"	"c"
"phosphatidate-LD-SMpool"	"phosphatidate-LD-SMpool"	"c"
"1-acylglycerol-3P-bile-PCpool"	"1-acylglycerol-3P-bile-PCpool"	"c"
"acyl-CoA-bile-PCpool"	"acyl-CoA-bile-PCpool"	"c"
"phosphatidate-bile-PCpool"	"phosphatidate-bile-PCpool"	"c"
"CDP-diacylglycerol-LD-PIpool"	"CDP-diacylglycerol-LD-PIpool"	"c, r"
"inositol"	"inositol"	"c, r, n, e"
"PIpool"	"PIpool"	"c, r, g, n"
"PE-LDpool"	"PE-LDpool"	"c, r"
"PE-PS-LDpool"	"PE-PS-LDpool"	"c"
"PS-LDpool"	"PS-LDpool"	"c"
"ethanolamine"	"ethanolamine"	"c, r"
"sn-glycerol-3-PC"	"sn-glycerol-3-PC"	"c"
"cholesterol-esterpool"	"cholesterol-esterpool"	"c, e, l"
"acetylcholine"	"acetylcholine"	"c, e"
"1-acyl-PEpool"	"1-acyl-PEpool"	"c"
"sn-glycerol-3-PE"	"sn-glycerol-3-PE"	"c"
"PE-NME-LDpool"	"PE-NME-LDpool"	"c"
"PPE-NME2-LDpool"	"PPE-NME2-LDpool"	"c"
"N-methylethanolamine-phosphate"	"N-methylethanolamine-phosphate"	"c"
"phosphodimethylethanolamine"	"phosphodimethylethanolamine"	"c"
"hexadecanol"	"hexadecanol"	"p"
"alkyl-glycerone-3-phosphate"	"alkyl-glycerone-3-phosphate"	"p"
"2-acetyl-1-alkyl-sn-glycero-3-phosphocholine"	"2-acetyl-1-alkyl-sn-glycero-3-phosphocholine"	"c, e"
"1-organyl-2-lyso-sn-glycero-3-phosphocholine"	"1-organyl-2-lyso-sn-glycero-3-phosphocholine"	"c, e"
"1-alkyl-2-lysoglycerol-3-phosphocholine"	"1-alkyl-2-lysoglycerol-3-phosphocholine"	"c, e"
"N-acetylgalactosamine"	"N-acetylgalactosamine"	"c, l"
"IV3GalNAca-Gb4Cer"	"IV3GalNAca-Gb4Cer"	"c"
"monosialylgalactosylgloboside"	"monosialylgalactosylgloboside"	"c"
"globo-H"	"globo-H"	"c"
"V3(NeuAc)2-Gb5Cer"	"V3(NeuAc)2-Gb5Cer"	"c"
"lc3Cer"	"lc3Cer"	"c, g"
"lc4Cer"	"lc4Cer"	"c, g"
"3-isoLM1"	"3-isoLM1"	"c"
"IV2Fuc-Lc4Cer"	"IV2Fuc-Lc4Cer"	"c"
"G00038"	"G00038"	"c"
"typeIBglycolipid"	"typeIBglycolipid"	"c"
"paragloboside"	"paragloboside"	"c"
"sialyl-3-paragloboside"	"sialyl-3-paragloboside"	"c, g"
"3,8-LD1"	"3,8-LD1"	"c, g"
"IV3NeuAc,III3Fuc-nLc4Cer"	"IV3NeuAc,III3Fuc-nLc4Cer"	"c, g"
"nLc5Cer(G00051)"	"nLc5Cer(G00051)"	"c"
"typeIIBantigen"	"typeIIBantigen"	"c"
"IV2Fuc-nLc4Cer"	"IV2Fuc-nLc4Cer"	"c"
"III3,IV2Fuc-nLc4Cer"	"III3,IV2Fuc-nLc4Cer"	"c"
"G00057"	"G00057"	"c"
"typeIIIHglycolipid"	"typeIIIHglycolipid"	"c, g"
"III3Fuc-nLc4Cer"	"III3Fuc-nLc4Cer"	"c"
"nLc5Cer"	"nLc5Cer"	"c, g"
"nLc6Cer"	"nLc6Cer"	"c, g"
"nLc7Cer"	"nLc7Cer"	"c, g"
"nLc8Cer"	"nLc8Cer"	"c, g"
"G00084"	"G00084"	"c"
"G00085"	"G00085"	"c"
"G00086"	"G00086"	"c"
"V3Fuc-nLc6Cer"	"V3Fuc-nLc6Cer"	"c, g"
"V3Fuc,III3Fuc-nLc6Cer"	"V3Fuc,III3Fuc-nLc6Cer"	"c"
"VI2Fuc-nLc6"	"VI2Fuc-nLc6"	"c, g"
"G00081"	"G00081"	"c"
"G00082"	"G00082"	"c"
"G00073"	"G00073"	"c"
"G00074"	"G00074"	"c"
"G00077"	"G00077"	"c, g"
"iso-nLc8Cer"	"iso-nLc8Cer"	"c"
"monofucosyllactoisooctaosylceramide"	"monofucosyllactoisooctaosylceramide"	"c"
"G00079"	"G00079"	"c"
"VI3NeuAc-nLc6Cer"	"VI3NeuAc-nLc6Cer"	"c, g"
"III3Fuc-nLc6Cer"	"III3Fuc-nLc6Cer"	"c, g"
"sulfatide"	"sulfatide"	"l"
"GM4"	"GM4"	"l"
"GM2A-GM2"	"GM2A-GM2"	"l"
"psychosine"	"psychosine"	"l"
"6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol"	"6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol"	"r, c"
"6-(alpha-D-glucosaminyl)-1D-myo-inositol"	"6-(alpha-D-glucosaminyl)-1D-myo-inositol"	"r"
"O-D-mannosylprotein"	"O-D-mannosylprotein"	"c"
"N-acetyl-D-glucosaminylphosphatidylinositol"	"N-acetyl-D-glucosaminylphosphatidylinositol"	"c, r"
"glucosaminyl-acylphosphatidylinositol"	"glucosaminyl-acylphosphatidylinositol"	"r"
"mgacpailheparansulfate"	"mgacpailheparansulfate"	"r"
"m2gacpailheparansulfate"	"m2gacpailheparansulfate"	"r"
"m3gacpailheparansulfate"	"m3gacpailheparansulfate"	"r"
"emgacpailheparansulfate"	"emgacpailheparansulfate"	"r"
"memgacpailheparansulfate"	"memgacpailheparansulfate"	"r"
"m2emgacpailheparansulfate"	"m2emgacpailheparansulfate"	"r"
"m3emgacpailheparansulfate"	"m3emgacpailheparansulfate"	"r"
"em2emgacpailheparansulfate"	"em2emgacpailheparansulfate"	"r"
"mem2emgacpailheparansulfate"	"mem2emgacpailheparansulfate"	"r"
"em3gacpailheparansulfate"	"em3gacpailheparansulfate"	"r"
"emem2gacpailheparansulfate"	"emem2gacpailheparansulfate"	"r"
"gpiheparansulfate"	"gpiheparansulfate"	"r"
"glycophosphatidylinositol-(GPI)-anchored-protein-precursor"	"glycophosphatidylinositol-(GPI)-anchored-protein-precursor"	"r"
"em2emgacpail_protheparansulfate"	"em2emgacpail_protheparansulfate"	"r"
"gpi_sig"	"gpi_sig"	"r"
"dem2emgacpail_protheparansulfate"	"dem2emgacpail_protheparansulfate"	"r"
"gpi_protheparansulfate"	"gpi_protheparansulfate"	"r"
"dgpi_protheparansulfate"	"dgpi_protheparansulfate"	"r"
"m3gacpail_protheparansulfate"	"m3gacpail_protheparansulfate"	"r"
"mem2emgacpail_protheparansulfate"	"mem2emgacpail_protheparansulfate"	"r"
"17alpha-hydroxyprogesterone"	"17alpha-hydroxyprogesterone"	"c, r"
"11beta-hydroxyandrost-4-ene-3,17-dione"	"11beta-hydroxyandrost-4-ene-3,17-dione"	"c, m, r"
"prostaglandinG2"	"prostaglandinG2"	"r"
"thromboxaneA2"	"thromboxaneA2"	"r"
"prostaglandinA2"	"prostaglandinA2"	"c"
"prostaglandinF2alpha"	"prostaglandinF2alpha"	"c, e"
"12(S)-HHT"	"12(S)-HHT"	"c"
"malonic-dialdehyde"	"malonic-dialdehyde"	"c"
"anandamide"	"anandamide"	"c"
"2-arachidonoylglycerol"	"2-arachidonoylglycerol"	"c"
"12-hydroperoxyeicosatetraenoate-glyceryl-ester"	"12-hydroperoxyeicosatetraenoate-glyceryl-ester"	"c"
"1-lyso-2-arachidonoyl-phosphatidate"	"1-lyso-2-arachidonoyl-phosphatidate"	"c"
"prostaglandinJ2"	"prostaglandinJ2"	"c"
"S-(PGJ2)-glutathione"	"S-(PGJ2)-glutathione"	"c"
"S-(PGA2)-glutathione"	"S-(PGA2)-glutathione"	"c"
"delta-12-prostaglandinJ2"	"delta-12-prostaglandinJ2"	"c"
"S-(9-deoxy-delta9,12-PGD2)-glutathione"	"S-(9-deoxy-delta9,12-PGD2)-glutathione"	"c"
"9-deoxy-delta12-PGD2"	"9-deoxy-delta12-PGD2"	"c"
"S-(9-deoxy-delta12-PGD2)-glutathione"	"S-(9-deoxy-delta12-PGD2)-glutathione"	"c"
"prostaglandinG1"	"prostaglandinG1"	"c, r"
"prostaglandinH1"	"prostaglandinH1"	"r, c"
"prostaglandinA1"	"prostaglandinA1"	"c"
"S-(PGA1)-glutathione"	"S-(PGA1)-glutathione"	"c"
"1-palmitoyl-dihydroxyacetone-phosphate"	"1-palmitoyl-dihydroxyacetone-phosphate"	"p"
"GO3P"	"GO3P"	"p, c"
"1-hexadecylglycerol-3-phosphate"	"1-hexadecylglycerol-3-phosphate"	"c"
"2-acyl-1-alkyl-sn-glycero-3-phosphate"	"2-acyl-1-alkyl-sn-glycero-3-phosphate"	"c"
"1-radyl-2-acyl-sn-glycero-3-phosphocholine"	"1-radyl-2-acyl-sn-glycero-3-phosphocholine"	"c"
"1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine"	"1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine"	"c"
"O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine"	"O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine"	"c"
"1-alkenyl-2-acylglycerol"	"1-alkenyl-2-acylglycerol"	"c"
"2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate"	"2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate"	"c"
"1-(1-alkenyl)-sn-glycerol"	"1-(1-alkenyl)-sn-glycerol"	"c"
"1-(1-alkenyl)-sn-glycero-3-phosphate"	"1-(1-alkenyl)-sn-glycero-3-phosphate"	"c"
"1-alkyl-2-acetyl-sn-glycerol"	"1-alkyl-2-acetyl-sn-glycerol"	"c"
"fattyacid-ligands"	"fattyacid-ligands"	"n"
"activation-ppara"	"activation-ppara"	"n, c, r, m, p, e"
"Xyl-L-Ser-[protein]"	"Xyl-L-Ser-[protein]"	"r, g"
"Gal-Xyl-L-Ser-[protein]"	"Gal-Xyl-L-Ser-[protein]"	"g"
"Gal2-Xyl-L-Ser-[protein]"	"Gal2-Xyl-L-Ser-[protein]"	"g"
"3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein"	"3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein"	"g"
"chondroitinsulfateprecursor(GalNAc-GlcA-(Gal)2-Xyl-L-Ser(protein))"	"chondroitinsulfateprecursor(GalNAc-GlcA-(Gal)2-Xyl-L-Ser(protein))"	"g"
"heparansulfate,precursor1"	"heparansulfate,precursor1"	"g"
"heparansulfate,precursor2"	"heparansulfate,precursor2"	"g"
"heparansulfate,precursor3"	"heparansulfate,precursor3"	"g"
"heparansulfate,precursor4"	"heparansulfate,precursor4"	"g"
"heparansulfate,precursor5"	"heparansulfate,precursor5"	"g"
"heparansulfate,precursor6"	"heparansulfate,precursor6"	"g"
"heparansulfate,precursor7"	"heparansulfate,precursor7"	"g"
"heparansulfate,precursor8"	"heparansulfate,precursor8"	"g"
"heparansulfate,precursor9"	"heparansulfate,precursor9"	"g"
"heparansulfate,precursor10"	"heparansulfate,precursor10"	"g"
"heparansulfate,precursor11"	"heparansulfate,precursor11"	"g"
"heparansulfate,precursor12"	"heparansulfate,precursor12"	"g"
"heparansulfate,precursor13"	"heparansulfate,precursor13"	"g"
"heparansulfate,precursor14"	"heparansulfate,precursor14"	"g"
"heparansulfate,precursor15"	"heparansulfate,precursor15"	"g"
"heparansulfateproteoglycan"	"heparansulfateproteoglycan"	"g, l"
"chondroitinsulfateA(GalNAc4S-GlcA),B(IdoA2S-GalNAc4S),andE(GalNAc4,6diS-GlcA),precursor1"	"chondroitinsulfateA(GalNAc4S-GlcA),B(IdoA2S-GalNAc4S),andE(GalNAc4,6diS-GlcA),precursor1"	"g"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),precursor2"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),precursor2"	"g"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),precursor3"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),precursor3"	"g"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),precursor4"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),precursor4"	"g"
"chondroitinsulfateA(GalNAc4S-GlcA)andB(IdoA2S-GalNAc4S),precursor2"	"chondroitinsulfateA(GalNAc4S-GlcA)andB(IdoA2S-GalNAc4S),precursor2"	"g"
"chondroitinsulfateA(GalNAc4S-GlcA)andB(IdoA2S-GalNAc4S),precursor3"	"chondroitinsulfateA(GalNAc4S-GlcA)andB(IdoA2S-GalNAc4S),precursor3"	"g"
"chondroitinsulfateA(GalNAc4S-GlcA)proteoglycan"	"chondroitinsulfateA(GalNAc4S-GlcA)proteoglycan"	"g, e"
"chondroitinsulfateB(IdoA2S-GalNAc4S),precursor4"	"chondroitinsulfateB(IdoA2S-GalNAc4S),precursor4"	"g"
"chondroitinsulfateB(IdoA2S-GalNAc4s),precursor5"	"chondroitinsulfateB(IdoA2S-GalNAc4s),precursor5"	"g"
"chondroitinsulfateB-dermatansulfate(IdoA2S-GalNAc4S)proteoglycan"	"chondroitinsulfateB-dermatansulfate(IdoA2S-GalNAc4S)proteoglycan"	"g"
"chondroitinsulfateC(GalNAc6S-GlcA)andD(GlcNAc6S-GlcA2S),precursor1"	"chondroitinsulfateC(GalNAc6S-GlcA)andD(GlcNAc6S-GlcA2S),precursor1"	"g"
"chondroitinsulfateC(GalNAc6S-GlcA),precursor2"	"chondroitinsulfateC(GalNAc6S-GlcA),precursor2"	"g"
"chondroitinsulfateC(GalNAc6S-GlcA),precursor3"	"chondroitinsulfateC(GalNAc6S-GlcA),precursor3"	"g"
"chondroitinsulfateC(GalNAc6S-GlcA)proteoglycan"	"chondroitinsulfateC(GalNAc6S-GlcA)proteoglycan"	"g"
"chondroitinsulfateD(GlcNAc6S-GlcA2S)precursor2"	"chondroitinsulfateD(GlcNAc6S-GlcA2S)precursor2"	"g"
"chondroitinsulfateD(GlcNAc6S-GlcA2S),precursor3"	"chondroitinsulfateD(GlcNAc6S-GlcA2S),precursor3"	"g"
"chondroitinsulfateD(GlcNAc6S-GlcA2S),precursor4"	"chondroitinsulfateD(GlcNAc6S-GlcA2S),precursor4"	"g"
"chondroitinsulfateD(GlcNAc6S-GlcA2S),precursor5"	"chondroitinsulfateD(GlcNAc6S-GlcA2S),precursor5"	"g"
"chondroitinsulfateD(GlcNAc6S-GlcA2S)proteoglycan"	"chondroitinsulfateD(GlcNAc6S-GlcA2S)proteoglycan"	"g"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),precursor5a"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),precursor5a"	"g"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),precursor5b"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),precursor5b"	"g"
"chondroitinsulfateE(GalNAc4,6diS-GlcA)proteoglycan"	"chondroitinsulfateE(GalNAc4,6diS-GlcA)proteoglycan"	"g"
"chondroitinsulfateA(GalNAc4S-GlcA),freechain"	"chondroitinsulfateA(GalNAc4S-GlcA),freechain"	"l"
"chondroitinsulfateA(GalNAc4S-GlcA),degradationproduct1"	"chondroitinsulfateA(GalNAc4S-GlcA),degradationproduct1"	"l"
"chondroitinsulfateA(GalNAc4S-GlcA),degradationproduct2"	"chondroitinsulfateA(GalNAc4S-GlcA),degradationproduct2"	"l"
"chondroitinsulfateA(GalNAc4S-GlcA),degradationproduct3"	"chondroitinsulfateA(GalNAc4S-GlcA),degradationproduct3"	"l"
"chondroitinsulfateA(GalNAc4S-GlcA),degradationproduct4"	"chondroitinsulfateA(GalNAc4S-GlcA),degradationproduct4"	"l"
"chondroitinsulfateA(GalNAc4S-GlcA),degradationproduct5"	"chondroitinsulfateA(GalNAc4S-GlcA),degradationproduct5"	"l"
"chondroitinsulfateB-dermatansulfate(IdoA2S-GalNAc4S),freechain"	"chondroitinsulfateB-dermatansulfate(IdoA2S-GalNAc4S),freechain"	"l"
"chondroitinsulfateB-dermatansulfate(IdoA2S-GalNAc4S),degradationproduct1"	"chondroitinsulfateB-dermatansulfate(IdoA2S-GalNAc4S),degradationproduct1"	"l"
"chondroitinsulfateB-dermatansulfate(IdoA2S-GalNAc4S),degradationproduct2"	"chondroitinsulfateB-dermatansulfate(IdoA2S-GalNAc4S),degradationproduct2"	"l"
"chondroitinsulfateB-dermatansulfate(IdoA2S-GalNAc4S),degradationproduct3"	"chondroitinsulfateB-dermatansulfate(IdoA2S-GalNAc4S),degradationproduct3"	"l"
"L-iduronicacid"	"L-iduronicacid"	"l, c"
"chondroitinsulfateC(GalNAc6S-GlcA),freechain"	"chondroitinsulfateC(GalNAc6S-GlcA),freechain"	"l"
"chondroitinsulfateC(GalNAc6S-GlcA),degradationproduct1"	"chondroitinsulfateC(GalNAc6S-GlcA),degradationproduct1"	"l"
"chondroitinsulfateC(GalNAc6S-GlcA),degradationproduct2"	"chondroitinsulfateC(GalNAc6S-GlcA),degradationproduct2"	"l"
"chondroitinsulfateC(GalNAc6S-GlcA),degradationproduct3"	"chondroitinsulfateC(GalNAc6S-GlcA),degradationproduct3"	"l"
"chondroitinsulfateC(GalNAc6S-GlcA),degradationproduct4"	"chondroitinsulfateC(GalNAc6S-GlcA),degradationproduct4"	"l"
"chondroitinsulfateC(GalNAc6S-GlcA),degradationproduct5"	"chondroitinsulfateC(GalNAc6S-GlcA),degradationproduct5"	"l"
"chondroitinsulfateD(GlcNAc6S-GlcA2S),freechain"	"chondroitinsulfateD(GlcNAc6S-GlcA2S),freechain"	"l"
"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct1"	"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct1"	"l"
"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct2"	"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct2"	"l"
"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct3"	"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct3"	"l"
"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct4"	"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct4"	"l"
"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct5"	"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct5"	"l"
"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct6"	"chondroitinsulfateD(GlcNAc6S-GlcA2S),degradationproduct6"	"l"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),freechain"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),freechain"	"l"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct1"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct1"	"l"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct3"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct3"	"l"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct2"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct2"	"l"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct4"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct4"	"l"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct7"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct7"	"l"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct5"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct5"	"l"
"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct6"	"chondroitinsulfateE(GalNAc4,6diS-GlcA),degradationproduct6"	"l"
"heparansulfate,freechain"	"heparansulfate,freechain"	"l"
"heparansulfate,degradationproduct1"	"heparansulfate,degradationproduct1"	"l"
"heparansulfate,degradationproduct2"	"heparansulfate,degradationproduct2"	"l"
"heparansulfate,degradationproduct3"	"heparansulfate,degradationproduct3"	"l"
"heparansulfate,degradationproduct4"	"heparansulfate,degradationproduct4"	"l"
"heparansulfate,degradationproduct5"	"heparansulfate,degradationproduct5"	"l"
"heparansulfate,degradationproduct6"	"heparansulfate,degradationproduct6"	"l"
"heparansulfate,degradationproduct7"	"heparansulfate,degradationproduct7"	"l"
"heparansulfate,degradationproduct8"	"heparansulfate,degradationproduct8"	"l"
"heparansulfate,degradationproduct9"	"heparansulfate,degradationproduct9"	"l"
"heparansulfate,degradationproduct10"	"heparansulfate,degradationproduct10"	"l"
"heparansulfate,degradationproduct11"	"heparansulfate,degradationproduct11"	"l"
"heparansulfate,degradationproduct12"	"heparansulfate,degradationproduct12"	"l"
"heparansulfate,degradationproduct13"	"heparansulfate,degradationproduct13"	"l"
"heparansulfate,degradationproduct14"	"heparansulfate,degradationproduct14"	"l"
"heparansulfate,degradationproduct15"	"heparansulfate,degradationproduct15"	"l"
"heparansulfate,degradationproduct16"	"heparansulfate,degradationproduct16"	"l"
"heparansulfate,degradationproduct17"	"heparansulfate,degradationproduct17"	"l"
"heparansulfate,degradationproduct18"	"heparansulfate,degradationproduct18"	"l"
"heparansulfate,degradationproduct19"	"heparansulfate,degradationproduct19"	"l"
"heparansulfate,degradationproduct20"	"heparansulfate,degradationproduct20"	"l"
"heparansulfate,degradationproduct21"	"heparansulfate,degradationproduct21"	"l"
"heparansulfate,degradationproduct22"	"heparansulfate,degradationproduct22"	"l"
"heparansulfate,degradationproduct23"	"heparansulfate,degradationproduct23"	"l"
"heparansulfate,degradationproduct24"	"heparansulfate,degradationproduct24"	"l"
"heparansulfate,degradationproduct25"	"heparansulfate,degradationproduct25"	"l"
"hyaluronate"	"hyaluronate"	"l, e"
"hyaluronandegradationproduct1"	"hyaluronandegradationproduct1"	"l"
"hyaluronanbiosynthesis,precursor1"	"hyaluronanbiosynthesis,precursor1"	"l, e"
"keratansulfateIbiosynthesis,precursor1"	"keratansulfateIbiosynthesis,precursor1"	"g"
"keratansulfateIbiosynthesis,precursor2"	"keratansulfateIbiosynthesis,precursor2"	"g"
"keratansulfateIbiosynthesis,precursor3"	"keratansulfateIbiosynthesis,precursor3"	"g"
"keratansulfateIbiosynthesis,precursor4"	"keratansulfateIbiosynthesis,precursor4"	"g"
"keratansulfateIbiosynthesis,precursor5"	"keratansulfateIbiosynthesis,precursor5"	"g"
"keratansulfateIbiosynthesis,precursor6"	"keratansulfateIbiosynthesis,precursor6"	"g"
"keratansulfateIbiosynthesis,precursor7"	"keratansulfateIbiosynthesis,precursor7"	"g"
"keratansulfateIbiosynthesis,precursor8"	"keratansulfateIbiosynthesis,precursor8"	"g"
"keratansulfateIbiosynthesis,precursor9"	"keratansulfateIbiosynthesis,precursor9"	"g"
"keratansulfateIbiosynthesis,precursor10"	"keratansulfateIbiosynthesis,precursor10"	"g"
"keratansulfateIbiosynthesis,precursor11"	"keratansulfateIbiosynthesis,precursor11"	"g"
"keratansulfateIbiosynthesis,precursor12"	"keratansulfateIbiosynthesis,precursor12"	"g"
"keratansulfateIbiosynthesis,precursor13"	"keratansulfateIbiosynthesis,precursor13"	"g"
"keratansulfateIbiosynthesis,precursor14"	"keratansulfateIbiosynthesis,precursor14"	"g"
"keratansulfateIbiosynthesis,precursor15"	"keratansulfateIbiosynthesis,precursor15"	"g"
"keratansulfateIbiosynthesis,precursor16"	"keratansulfateIbiosynthesis,precursor16"	"g"
"keratansulfateIbiosynthesis,precursor17"	"keratansulfateIbiosynthesis,precursor17"	"g"
"keratansulfateIbiosynthesis,precursor18"	"keratansulfateIbiosynthesis,precursor18"	"g"
"keratansulfateIbiosynthesis,precursor19"	"keratansulfateIbiosynthesis,precursor19"	"g"
"keratansulfateIbiosynthesis,precursor20"	"keratansulfateIbiosynthesis,precursor20"	"g"
"keratansulfateIbiosynthesis,precursor21"	"keratansulfateIbiosynthesis,precursor21"	"g"
"keratansulfateIbiosynthesis,precursor22"	"keratansulfateIbiosynthesis,precursor22"	"g"
"keratansulfateIbiosynthesis,precursor23"	"keratansulfateIbiosynthesis,precursor23"	"g"
"keratansulfateIbiosynthesis,precursor24"	"keratansulfateIbiosynthesis,precursor24"	"g"
"keratansulfateIbiosynthesis,precursor25"	"keratansulfateIbiosynthesis,precursor25"	"g"
"keratansulfateIbiosynthesis,precursor26"	"keratansulfateIbiosynthesis,precursor26"	"g"
"keratansulfateIbiosynthesis,precursor27"	"keratansulfateIbiosynthesis,precursor27"	"g"
"keratansulfateIbiosynthesis,precursor28"	"keratansulfateIbiosynthesis,precursor28"	"g"
"keratansulfateIbiosynthesis,precursor29"	"keratansulfateIbiosynthesis,precursor29"	"g"
"keratansulfateIbiosynthesis,precursor30"	"keratansulfateIbiosynthesis,precursor30"	"g"
"keratansulfateIbiosynthesis,precursor31"	"keratansulfateIbiosynthesis,precursor31"	"g"
"keratansulfateIbiosynthesis,precursor32"	"keratansulfateIbiosynthesis,precursor32"	"g"
"keratansulfateIbiosynthesis,precursor33"	"keratansulfateIbiosynthesis,precursor33"	"g"
"keratansulfateIbiosynthesis,precursor34"	"keratansulfateIbiosynthesis,precursor34"	"g"
"keratansulfateIbiosynthesis,precursor35"	"keratansulfateIbiosynthesis,precursor35"	"g"
"keratansulfateIbiosynthesis,precursor36"	"keratansulfateIbiosynthesis,precursor36"	"g"
"keratansulfateI"	"keratansulfateI"	"g, e, l"
"keratansulfateIIbiosynthesis,precursor1"	"keratansulfateIIbiosynthesis,precursor1"	"g"
